Datetime,TweetId,Text,geo,start,end,word,country_predicted,country_conf,admin1,lat,lon,country_code3,geonameid,place_name,feature_class,feature_code,ptext,target
2021-07-12 23:59:45+00:00,1414736266554339328,At least 42 people have been killed and more than 60 injured in a fire at a coronavirus hospital in Iraq's southern city of Nassiriya. https://t.co/AdrrnR644c,"[{'word': 'Iraq', 'spans': [{'start': 100, 'end': 104}], 'country_predicted': 'IRQ', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '33', 'lon': '44', 'country_code3': 'IRQ', 'geonameid': '99237', 'place_name': 'Republic of Iraq', 'feature_class': 'A', 'feature_code': 'PCLI'}}, {'word': 'Nassiriya', 'spans': [{'start': 124, 'end': 133}], 'country_predicted': 'ITA', 'country_conf': 0.927073, 'geo': {'admin1': 'Apulia', 'lat': '40.78337', 'lon': '17.12345', 'country_code3': 'ITA', 'geonameid': '10346125', 'place_name': 'Giardinetto ""Caduti di Nassiriya""', 'feature_class': 'L', 'feature_code': 'PRK'}}]",100.0,104.0,Iraq,IRQ,0.9516948,NA,33,44,IRQ,99237,Republic of Iraq,A,PCLI,least people killed injured fire coronavirus hospital iraq southern city nassiriya,0
2021-07-12 23:59:45+00:00,1414736266554339328,At least 42 people have been killed and more than 60 injured in a fire at a coronavirus hospital in Iraq's southern city of Nassiriya. https://t.co/AdrrnR644c,"[{'word': 'Iraq', 'spans': [{'start': 100, 'end': 104}], 'country_predicted': 'IRQ', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '33', 'lon': '44', 'country_code3': 'IRQ', 'geonameid': '99237', 'place_name': 'Republic of Iraq', 'feature_class': 'A', 'feature_code': 'PCLI'}}, {'word': 'Nassiriya', 'spans': [{'start': 124, 'end': 133}], 'country_predicted': 'ITA', 'country_conf': 0.927073, 'geo': {'admin1': 'Apulia', 'lat': '40.78337', 'lon': '17.12345', 'country_code3': 'ITA', 'geonameid': '10346125', 'place_name': 'Giardinetto ""Caduti di Nassiriya""', 'feature_class': 'L', 'feature_code': 'PRK'}}]",124.0,133.0,Nassiriya,ITA,0.927073,Apulia,40.78337,17.12345,ITA,10346125,"Giardinetto ""Caduti di Nassiriya""",L,PRK,least people killed injured fire coronavirus hospital iraq southern city nassiriya,0
2021-07-12 23:59:44+00:00,1414736265979731969,"@tos
REQUEST #SZ @MTV #FridayLivestream 
SexyZone /セクゾ
॑ᵕ ॑✿.*·̩͙☂︎*̣̩⋆̩*☂︎
♪ Never lie to me
♪ 桃色の絶対領域
♪ Prism
♪ Heat
♪夏のハイドレンジア
♡","[{'word': '☂', 'spans': [{'start': 73, 'end': 74}], 'country_predicted': 'TKL', 'country_conf': 0.24821267}]",73.0,74.0,☂,TKL,0.24821267,,,,,,,,,sz fridaylivestream sexyzone セクゾ॑ᵕ ॑✿·̩͙☂︎̣̩⋆̩☂︎♪ never lie me♪ 桃色の絶対領域♪ prism♪ heat♪夏のハイドレンジア♡,1
2021-07-12 23:59:44+00:00,1414736262645358601,BBC News - US &amp; Canada: California fires: What happens when fire clouds form above wildfires? https://t.co/PSyJ8FCSWS,"[{'word': 'Canada', 'spans': [{'start': 20, 'end': 26}], 'country_predicted': 'CAN', 'country_conf': 0.9544747, 'geo': {'admin1': 'NA', 'lat': '60.10867', 'lon': '-113.64258', 'country_code3': 'CAN', 'geonameid': '6251999', 'place_name': 'Canada', 'feature_class': 'A', 'feature_code': 'PCLI'}}, {'word': 'California', 'spans': [{'start': 28, 'end': 38}], 'country_predicted': 'COL', 'country_conf': 0.19233328}]",20.0,26.0,Canada,CAN,0.9544747,NA,60.10867,-113.64258,CAN,6251999,Canada,A,PCLI,bbc news u amp canada california fire happens fire cloud form wildfire,1
2021-07-12 23:59:44+00:00,1414736262645358601,BBC News - US &amp; Canada: California fires: What happens when fire clouds form above wildfires? https://t.co/PSyJ8FCSWS,"[{'word': 'Canada', 'spans': [{'start': 20, 'end': 26}], 'country_predicted': 'CAN', 'country_conf': 0.9544747, 'geo': {'admin1': 'NA', 'lat': '60.10867', 'lon': '-113.64258', 'country_code3': 'CAN', 'geonameid': '6251999', 'place_name': 'Canada', 'feature_class': 'A', 'feature_code': 'PCLI'}}, {'word': 'California', 'spans': [{'start': 28, 'end': 38}], 'country_predicted': 'COL', 'country_conf': 0.19233328}]",28.0,38.0,California,COL,0.19233328,,,,,,,,,bbc news u amp canada california fire happens fire cloud form wildfire,1
2021-07-12 23:59:43+00:00,1414736261034635268,"It can't be any more clear than this. Fire above Ahwahnee (visible on right). No one should be surprised if some form of evacuation notification mentions Grub Gulch (Rd. 600) all the way to the 49. 
Good luck and safety to all. 
https://t.co/JXKAqNIm2t https://t.co/CK44zbhG2W","[{'word': 'Ahwahnee', 'spans': [{'start': 49, 'end': 57}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'California', 'lat': '37.3655', 'lon': '-119.72627', 'country_code3': 'USA', 'geonameid': '5322652', 'place_name': 'Ahwahnee', 'feature_class': 'P', 'feature_code': 'PPL'}}, {'word': 'Grub Gulch', 'spans': [{'start': 154, 'end': 164}], 'country_predicted': 'USA', 'country_conf': 0.6353264, 'geo': {'admin1': 'California', 'lat': '37.32467', 'lon': '-119.77071', 'country_code3': 'USA', 'geonameid': '5354577', 'place_name': 'Grub Gulch (historical)', 'feature_class': 'P', 'feature_code': 'PPLQ'}}]",49.0,57.0,Ahwahnee,USA,0.9048774,California,37.3655,-119.72627,USA,5322652,Ahwahnee,P,PPL,cant clear fire ahwahnee visible right one surprised form evacuation notification mention grub gulch rd way good luck safety,0
2021-07-12 23:59:43+00:00,1414736261034635268,"It can't be any more clear than this. Fire above Ahwahnee (visible on right). No one should be surprised if some form of evacuation notification mentions Grub Gulch (Rd. 600) all the way to the 49. 
Good luck and safety to all. 
https://t.co/JXKAqNIm2t https://t.co/CK44zbhG2W","[{'word': 'Ahwahnee', 'spans': [{'start': 49, 'end': 57}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'California', 'lat': '37.3655', 'lon': '-119.72627', 'country_code3': 'USA', 'geonameid': '5322652', 'place_name': 'Ahwahnee', 'feature_class': 'P', 'feature_code': 'PPL'}}, {'word': 'Grub Gulch', 'spans': [{'start': 154, 'end': 164}], 'country_predicted': 'USA', 'country_conf': 0.6353264, 'geo': {'admin1': 'California', 'lat': '37.32467', 'lon': '-119.77071', 'country_code3': 'USA', 'geonameid': '5354577', 'place_name': 'Grub Gulch (historical)', 'feature_class': 'P', 'feature_code': 'PPLQ'}}]",154.0,164.0,Grub Gulch,USA,0.6353264,California,37.32467,-119.77071,USA,5354577,Grub Gulch (historical),P,PPLQ,cant clear fire ahwahnee visible right one surprised form evacuation notification mention grub gulch rd way good luck safety,0
2021-07-12 23:59:43+00:00,1414736259495301120,"How do the doctors handled this freaking #COVID19 duties man. When you think of it you cannot believe that. Just hats of to them, their mental health and everything that they pulled of. They have faced such a heat. #doctors #Warriors","[{'word': 'COVID19', 'spans': [{'start': 42, 'end': 49}], 'country_predicted': '', 'country_conf': 0}]",42.0,49.0,COVID19,,0,,,,,,,,,doctor handled freaking duty man think believe hat mental health everything pulled faced heat doctor warrior,0
2021-07-12 23:59:42+00:00,1414736253682024448,"@SpeakerPelosi 

Katie Porter's outdoors Town Hall was dirrupted.

Don't you think every Democrat Congressman/woman, Senator should flood the Social media condemning it?

Porter disrupters were MAGA Candidate's supporters. 

What is wrong with us?","[{'word': 'Hall', 'spans': [{'start': 46, 'end': 50}], 'country_predicted': 'FRA', 'country_conf': 0.28868943}]",46.0,50.0,Hall,FRA,0.28868943,,,,,,,,,katie porter outdoors town hall dirrupteddont think every democrat congressmanwoman senator flood social medium condemning itporter disrupters maga candidate supporter wrong u,0
2021-07-12 23:59:40+00:00,1414736249173069824,"お笑い芸人であり、企業の役員でもある厚切りジェイソンさんは
インデックス投資家としても有名ですよね？

その投資方法はさることながら･･
やはり参考になるのは、その暮らしぶり。

それには、彼の母の節約の教えが関係しているんです。
＃セミリタイア　＃FIRE　＃投資
https://t.co/2nRQJRHMgx","[{'word': 'インデックス投資家としても有名ですよね', 'spans': [{'start': 30, 'end': 49}], 'country_predicted': '', 'country_conf': 0}]",30.0,49.0,インデックス投資家としても有名ですよね,,0,,,,,,,,,お笑い芸人であり、企業の役員でもある厚切りジェイソンさんはインデックス投資家としても有名ですよね？その投資方法はさることながら･･やはり参考になるのは、その暮らしぶり。それには、彼の母の節約の教えが関係しているんです。＃セミリタイア ＃fire ＃投資,1
2021-07-12 23:59:40+00:00,1414736249097650178,"👃 🧐
DISPATCH: Exterior Odor Investigation @ 24 HOUR FITNESS, 12922 SE KENT KANGLEY RD, KENT.

Responding Dept: Kent
Unit(s): HM375I, HM375, E372, KFBC
#PugetSoundFire #Kent","[{'word': 'KENT', 'spans': [{'start': 87, 'end': 91}], 'country_predicted': 'GBR', 'country_conf': 0.957188, 'geo': {'admin1': 'England', 'lat': '51.16667', 'lon': '0.66667', 'country_code3': 'GBR', 'geonameid': '3333158', 'place_name': 'Kent', 'feature_class': 'A', 'feature_code': 'ADM2'}}, {'word': 'Kent', 'spans': [{'start': 111, 'end': 115}], 'country_predicted': 'GBR', 'country_conf': 0.957188, 'geo': {'admin1': 'England', 'lat': '51.16667', 'lon': '0.66667', 'country_code3': 'GBR', 'geonameid': '3333158', 'place_name': 'Kent', 'feature_class': 'A', 'feature_code': 'ADM2'}}]",87.0,91.0,KENT,GBR,0.957188,England,51.16667,0.66667,GBR,3333158,Kent,A,ADM2,👃 🧐dispatch exterior odor investigation hour fitness se kent kangley rd kentresponding dept kentunits kfbcpugetsoundfire kent,1
2021-07-12 23:59:40+00:00,1414736249097650178,"👃 🧐
DISPATCH: Exterior Odor Investigation @ 24 HOUR FITNESS, 12922 SE KENT KANGLEY RD, KENT.

Responding Dept: Kent
Unit(s): HM375I, HM375, E372, KFBC
#PugetSoundFire #Kent","[{'word': 'KENT', 'spans': [{'start': 87, 'end': 91}], 'country_predicted': 'GBR', 'country_conf': 0.957188, 'geo': {'admin1': 'England', 'lat': '51.16667', 'lon': '0.66667', 'country_code3': 'GBR', 'geonameid': '3333158', 'place_name': 'Kent', 'feature_class': 'A', 'feature_code': 'ADM2'}}, {'word': 'Kent', 'spans': [{'start': 111, 'end': 115}], 'country_predicted': 'GBR', 'country_conf': 0.957188, 'geo': {'admin1': 'England', 'lat': '51.16667', 'lon': '0.66667', 'country_code3': 'GBR', 'geonameid': '3333158', 'place_name': 'Kent', 'feature_class': 'A', 'feature_code': 'ADM2'}}]",111.0,115.0,Kent,GBR,0.957188,England,51.16667,0.66667,GBR,3333158,Kent,A,ADM2,👃 🧐dispatch exterior odor investigation hour fitness se kent kangley rd kentresponding dept kentunits kfbcpugetsoundfire kent,1
2021-07-12 23:59:37+00:00,1414736235231391744,@misssamee808 @harrycovair @808manong @KoloheBoy @Roar @DJSMOOK We have a tornado 🌪 watch.,"[{'word': '@KoloheBoy @Roar', 'spans': [{'start': 38, 'end': 54}], 'country_predicted': '', 'country_conf': 0}]",38.0,54.0,@KoloheBoy @Roar,,0,,,,,,,,,tornado 🌪 watch,0
2021-07-12 23:59:36+00:00,1414736231427104774,"NWS Alert&gt; Strong Thunderstorm 9 Miles N of Aiken State Park or 16 Miles S of Batesburg-leesville Moving N At 30 MPH. Gusty Winds 40 to 50 MPH, Small Hail, Excessive Cloud to Ground Lightning. Expect Minor Damag... #scwx https://t.co/XjIOd2tHHQ","[{'word': 'Aiken State Park', 'spans': [{'start': 47, 'end': 63}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'South Carolina', 'lat': '33.55015', 'lon': '-81.48149', 'country_code3': 'USA', 'geonameid': '4596284', 'place_name': 'South Carolina Noname 02017 D-1999 Dam', 'feature_class': 'S', 'feature_code': 'DAM'}}, {'word': 'Batesburg-leesville', 'spans': [{'start': 81, 'end': 100}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'South Carolina', 'lat': '33.91014', 'lon': '-81.53733', 'country_code3': 'USA', 'geonameid': '4570117', 'place_name': 'Batesburg-Leesville', 'feature_class': 'P', 'feature_code': 'PPL'}}]",47.0,63.0,Aiken State Park,USA,0.9048774,South Carolina,33.55015,-81.48149,USA,4596284,South Carolina Noname 02017 D-1999 Dam,S,DAM,nw alertgt strong thunderstorm mile n aiken state park mile batesburgleesville moving n mph gusty wind mph small hail excessive cloud ground lightning expect minor damag scwx,0
2021-07-12 23:59:36+00:00,1414736231427104774,"NWS Alert&gt; Strong Thunderstorm 9 Miles N of Aiken State Park or 16 Miles S of Batesburg-leesville Moving N At 30 MPH. Gusty Winds 40 to 50 MPH, Small Hail, Excessive Cloud to Ground Lightning. Expect Minor Damag... #scwx https://t.co/XjIOd2tHHQ","[{'word': 'Aiken State Park', 'spans': [{'start': 47, 'end': 63}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'South Carolina', 'lat': '33.55015', 'lon': '-81.48149', 'country_code3': 'USA', 'geonameid': '4596284', 'place_name': 'South Carolina Noname 02017 D-1999 Dam', 'feature_class': 'S', 'feature_code': 'DAM'}}, {'word': 'Batesburg-leesville', 'spans': [{'start': 81, 'end': 100}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'South Carolina', 'lat': '33.91014', 'lon': '-81.53733', 'country_code3': 'USA', 'geonameid': '4570117', 'place_name': 'Batesburg-Leesville', 'feature_class': 'P', 'feature_code': 'PPL'}}]",81.0,100.0,Batesburg-leesville,USA,0.96374094,South Carolina,33.91014,-81.53733,USA,4570117,Batesburg-Leesville,P,PPL,nw alertgt strong thunderstorm mile n aiken state park mile batesburgleesville moving n mph gusty wind mph small hail excessive cloud ground lightning expect minor damag scwx,0
2021-07-12 23:59:34+00:00,1414736221180502026,"South Africa has deployed soldiers to tackle the deadly unrest triggered by the jailing of former President Jacob Zuma.

Shops were looted and buildings set on fire as Zuma challenged his sentence at a hearing in the top court.

https://t.co/yRr4FHlwyI","[{'word': 'South Africa', 'spans': [{'start': 0, 'end': 12}], 'country_predicted': 'ZAF', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-29', 'lon': '24', 'country_code3': 'ZAF', 'geonameid': '953987', 'place_name': 'Republic of South Africa', 'feature_class': 'A', 'feature_code': 'PCLI'}}]",0.0,12.0,South Africa,ZAF,0.9516948,NA,-29,24,ZAF,953987,Republic of South Africa,A,PCLI,south africa deployed soldier tackle deadly unrest triggered jailing former president jacob zumashops looted building set fire zuma challenged sentence hearing top court,0
2021-07-12 23:59:31+00:00,1414736207569821697,"We need this trencher to lay a big trench from the east coast to the west, lay a large pipe to pump flood waters towards the dead lands of the west, but our government doesn't care about its people, all they care about is making money off of poisonous vaccines.🤔 https://t.co/rDK8Miidb1","[{'word': 'east coast', 'spans': [{'start': 51, 'end': 61}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Florida', 'lat': '28.3678', 'lon': '-80.6993', 'country_code3': 'USA', 'geonameid': '7191034', 'place_name': 'East Coast Christian Center', 'feature_class': 'S', 'feature_code': 'CH'}}, {'word': 'west', 'spans': [{'start': 143, 'end': 147}], 'country_predicted': 'USA', 'country_conf': 0.6353264, 'geo': {'admin1': 'Virginia', 'lat': '38.78289', 'lon': '-77.49749', 'country_code3': 'USA', 'geonameid': '4792829', 'place_name': 'West Gate', 'feature_class': 'P', 'feature_code': 'PPL'}}]",51.0,61.0,east coast,USA,0.96374094,Florida,28.3678,-80.6993,USA,7191034,East Coast Christian Center,S,CH,need trencher lay big trench east coast west lay large pipe pump flood water towards dead land west government doesnt care people care making money poisonous vaccines🤔,0
2021-07-12 23:59:31+00:00,1414736207569821697,"We need this trencher to lay a big trench from the east coast to the west, lay a large pipe to pump flood waters towards the dead lands of the west, but our government doesn't care about its people, all they care about is making money off of poisonous vaccines.🤔 https://t.co/rDK8Miidb1","[{'word': 'east coast', 'spans': [{'start': 51, 'end': 61}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Florida', 'lat': '28.3678', 'lon': '-80.6993', 'country_code3': 'USA', 'geonameid': '7191034', 'place_name': 'East Coast Christian Center', 'feature_class': 'S', 'feature_code': 'CH'}}, {'word': 'west', 'spans': [{'start': 143, 'end': 147}], 'country_predicted': 'USA', 'country_conf': 0.6353264, 'geo': {'admin1': 'Virginia', 'lat': '38.78289', 'lon': '-77.49749', 'country_code3': 'USA', 'geonameid': '4792829', 'place_name': 'West Gate', 'feature_class': 'P', 'feature_code': 'PPL'}}]",143.0,147.0,west,USA,0.6353264,Virginia,38.78289,-77.49749,USA,4792829,West Gate,P,PPL,need trencher lay big trench east coast west lay large pipe pump flood water towards dead land west government doesnt care people care making money poisonous vaccines🤔,0
2021-07-12 23:59:29+00:00,1414736201119055874,@NIALLHPROMO fire away I vote Niall Horan ( @NiallOfficial ) for #ArtistoftheSummer @965TDY,"[{'word': '@NiallOfficial', 'spans': [{'start': 44, 'end': 58}], 'country_predicted': '', 'country_conf': 0}]",44.0,58.0,@NiallOfficial,,0,,,,,,,,,fire away vote niall horan artistofthesummer,1
2021-07-12 23:59:28+00:00,1414736196392022026,"@Shelley53 From Wiki: Fayed was the first cousin of the late Washington Post Saudi journalist, Jamal Khashoggi, who was killed in Turkey in 2018. Fayed was the executive producer of the films Chariots of Fire, Breaking Glass, F/X, F/X2, Hook, and The Scarlet Letter.","[{'word': 'Turkey', 'spans': [{'start': 130, 'end': 136}], 'country_predicted': 'TUR', 'country_conf': 0.953179, 'geo': {'admin1': 'NA', 'lat': '39', 'lon': '35', 'country_code3': 'TUR', 'geonameid': '298795', 'place_name': 'Republic of Turkey', 'feature_class': 'A', 'feature_code': 'PCLI'}}]",130.0,136.0,Turkey,TUR,0.953179,NA,39,35,TUR,298795,Republic of Turkey,A,PCLI,wiki fayed first cousin late washington post saudi journalist jamal khashoggi killed turkey fayed executive producer film chariot fire breaking glass fx hook scarlet letter,0
2021-07-12 23:59:26+00:00,1414736190096433152,"Earthquake M5.2: El Rosario, Nicaragua via @quakefeed https://t.co/FGchO7VEFu","[{'word': 'El Rosario', 'spans': [{'start': 17, 'end': 27}], 'country_predicted': 'COL', 'country_conf': 0.19161287}, {'word': 'Nicaragua', 'spans': [{'start': 29, 'end': 38}], 'country_predicted': 'NIC', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '13', 'lon': '-85', 'country_code3': 'NIC', 'geonameid': '3617476', 'place_name': 'Republic of Nicaragua', 'feature_class': 'A', 'feature_code': 'PCLI'}}]",17.0,27.0,El Rosario,COL,0.19161287,,,,,,,,,earthquake el rosario nicaragua via,0
